,Comment,URL
10,"Why are we tasking our publicly-funded community colleges with training people to become employees of for-profit corporations?  Why aren't for-profit corporations paying for the training of their own employees?  <br/><br/>How are community college faculty supposed to find the time to form all these employer-educator partnerships?<br/><br/>How are community colleges supposed to come up with enough money to buy all the equipment to train all these students?  From the generous state support (sarcasm intended), or from the tuition of other students?",http://www.nytimes.com/2014/09/10/opinion/thomas-friedman-it-takes-a-mentor.html
11,"As an educator with nearly 40 years experience, now college professor, I have indeed mentored many students who are now making a difference, literally world-wide.<br/>However, Friedman is proposing a very , very different form of ""mentoring"". He is actually endorsing the troubling neoliberal Business-University ""Partnerships"" that are rapidly eroding the quality of curriculum at universities nation-wide.<br/>For example, we literally have finance courses being created and TAUGHT by a bank and its employees. This was heralded by the non-teaching administration as a great development....do you think that these courses will include a full discussion of the financial shenanigans that led to the Bush Crash of '08?!  Or are they more likely to be celebrations of ""Free Market"" Laissez Faire capitalism??<br/>Business- University ""Partnerships"" usually result in the business literally buying it's way into a university curriculum and courses designed not for critical thought but preparation for the cubicle farm.<br/>This is yet another component of the neo-liberal takeover of the university. Along with the ever growing number of non-teaching administrators wielding MBA's and overseeing an army of low paid, compliant Adjunct Faculty teaching prepackaged cookbook curriculum courses to standardized department exams; who serve at the pleasure of their masters in the Admin Building.<br/>Once again the NYTimes has permitted a non-educator to waste valuable print space serving as a Greek Chorus for industry.",http://www.nytimes.com/2014/09/10/opinion/thomas-friedman-it-takes-a-mentor.html
12,Libertarianism- everyone is a boss and there are no workers !!,http://www.nytimes.com/2014/09/10/opinion/thomas-friedman-it-takes-a-mentor.html
13,"Anecdotally, I can only agree with this importance of work-study integration, and mentorship.<br/><br/>In Germany, where I graduated from high school, back then (1962) it was a requirement for most technical/engineering university students to complete a one-year ""Praktikum"" (internship, apprenticeship) related to the proposed field of study. Since I was aiming for aeronautical engineering, I worked for one year in a small aircraft factory, learning everything from the ground up, from properly drilling holes in metal, to riveting, to woking machine tools to mass produce small parts, to helping to assemble wings. There was also a good deal of sweeping and cleaning of work areas involved.<br/><br/>At college (I was lucky enough to ultimately be accepted at an American university), I was mentored and supported by a number of faculty, ultimately encouraging me to pursue a Masters program, and helping me apply for scholarships. Although I only worked in aerospace for about five years, this experience none the less gave me the experience and confidence to pursue other new fields and jobs throughout my career.<br/><br/>Also, in Germany, non-university education and job preparation is mostly accomplished through integrated work and classroom experiences, the work portion often being done as formal apprenticeship programs by mid-size and large employers. This has served Germany's competitiveness very well, although even there there is unmet demand for such skilled technical workers.",http://www.nytimes.com/2014/09/10/opinion/thomas-friedman-it-takes-a-mentor.html
14,"Training employees who will ultimately move on is a fact of life. The younger generation today are accustomed to the reality that they will likely have a dozen or more employers over the course of their working careers.  <br/><br/>I had had a total of four employers (including my college years) until the age of 50 when I was reorganized out of a job at a large multi-national after more than 25 years; I always thought I would retire from that company. <br/><br/>Since then I've had five more employers (including my current position) and was reorganized out a further two of those jobs in favor of less-expensive, new hires. <br/><br/>Most employers today also accept this reality, the result being that they show a lack of commitment to their workers which is mirrored by their employees lack of commitment to the organization.",http://www.nytimes.com/2014/09/10/opinion/thomas-friedman-it-takes-a-mentor.html
15,"Putting aside the cluelessness of high school/university leaders on job preparation or what counts in the work place, the personnel/training/location infrastructure required to train cannot adopt fast enough to keep up with the minute-by-minute advances of industry. Our problem, which Germany for example has addressed, is compartmentalizing knowledge and skills into what is taught in formalized schooling and what is applied in the real world---the workplace and formal schooling must be joined so the training infrastructure is perfectly aligned with knowledge and skills. The ""campus"" concept and design where students attend a specific location for a number of years must be replaced with a job concept where students go to industry locations for training. That training could include some form of a two year basic skill/knowledge training in formalized campus setting, but that training would gradually move to real world locations.",http://www.nytimes.com/2014/09/10/opinion/thomas-friedman-it-takes-a-mentor.html
16,"Many of the criticisms of commenters miss the point entirely. The issue is not liberal arts vs. trade school. The issue is the conditions of success in and beyond college. Stop and think for a moment: would you have made it without a mentor or wise person? Doubt it; me neither. Colleges do a terrible job of providing sustained mentoring and apprenticeships - despite the fact that there is a staff of people called ""career counsellors"" in the employ. Why in the world aren't there transition courses to the real-world or more programs like Northeastern's where faculty are committed to being helpful to students not merely teachers of content.",http://www.nytimes.com/2014/09/10/opinion/thomas-friedman-it-takes-a-mentor.html
17,"I have mentored young professions in my field for more than 10 years. Most young professionals want to know the answers to a current problem rather than learning the subject completely. Once the young professional has the answer to his or her problem, they lose interest. I see few young professionals that possess the gene for passion; making money and the pleasures of having a good life appear to be far more important than becoming fabulous at what they do and loving their work.<br/><br/>How sad.",http://www.nytimes.com/2014/09/10/opinion/thomas-friedman-it-takes-a-mentor.html
18,"While Mr. Friedman is correct in most of what he says, what he espouses is only a partial answer for our country's future.  <br/><br/>Clearly we need to have some people trained for technical jobs.  It's just like training people for the ""trades"" (plumbers, electricians, HVAC repair workers, etc.); some jobs require that.  But, though some employers shortsightedly want ALL workers fully trained to do their jobs (and who wouldn't?!?), this is not helping the US develop people who can think.  Rather it is training people who can do jobs -- like trained apes or robots.<br/><br/>The US desperately needs high-level thinkers, and this comes only through true education, NOT training.  In fact, a liberal arts education is as valuable today as it was when our founder fathers were educated.  Some people need to be trained, but training at the expense of education is NOT the answer!",http://www.nytimes.com/2014/09/10/opinion/thomas-friedman-it-takes-a-mentor.html
19,"""Busteed said that 96 percent of the college provosts Gallup surveyed believed their schools were successfully preparing young people for the workplace. “When you ask recent college grads in the work force whether they felt prepared, only 14 percent say ‘yes,’ ” he added. And then when you ask business leaders whether they’re getting enough college grads with the skills they need, “only 11 percent strongly agree.” Concluded Busteed: “This is not just a skills gap. It is an understanding gap.””<br/>So, 96 percent of the provosts said graduates were prepared for work, but only 14 percent of the graduates said yes and only 11 percent of the employers said yes. Duh, what do you expect? Provosts focus on finance, politics, internal rivalry fights, bring the money in, get the graduates out. Do they really have an understanding of the product’s value to the consumer?  Wagoner, the GM CEO, nice guy, did he have any doubt that GM cars are what the public wanted? Yet, did he have much contact with the public? Did he not spend all his time adjudicating internal budget fights, personal rivalries, unions, government regulations, and making sure the metal was out and the money was in?",http://www.nytimes.com/2014/09/10/opinion/thomas-friedman-it-takes-a-mentor.html
20,"it should not be surprising that a vibrant work force needs a carefully calibrated balance of skills and education. Plug and play skills carefully honed can be vital today and obsolete tomorrow.  An overemphasis on training  versus education runs the risk of producing a disposable workforce as the dynamics  of a global economy call for new skills.<br/><br/>The economy and our society must be prepared to absorb future unanticipated requirement. If, only to avoid being burdened with a discarded workforce that came up short in the ability to adapt. To avoid this situation elements of a general education must be preserved, and rewarded. ",http://www.nytimes.com/2014/09/10/opinion/thomas-friedman-it-takes-a-mentor.html
21,"It Takes a Mentor - Uh, no, YOU just have to be better than others. ",http://www.nytimes.com/2014/09/10/opinion/thomas-friedman-it-takes-a-mentor.html
22,"How can schools that have classes of 20 to 30 students and one teacher, create a mentor for these students?  Every student needs and deserves one mentor but how?<br/>Businesses also need to mentor new employees, but most businesses don't have the time to allow another employee to teach.   Businesses should also have interns if not necessarily for themselves but for the knowledge of the workplace for the intern.<br/>In my work experience we took several interns yearly from various near by colleges with degree programs.  It was a wonderful experience for the interns to comprehend how their classes actually related to their future professions.  Several contacted us over the ensuing years to thank us for this invaluable experience.",http://www.nytimes.com/2014/09/10/opinion/thomas-friedman-it-takes-a-mentor.html
23,"Thank you, Thomas Friedman, for proving why the current fad for replacing schools with online education is a terrible idea. <br/><br/>In my experience teaching at high school and college, all students need mentors, but the neediest students need mentors the most because they aren't always getting useful advice or career connections from home. The idea of ghetto-izing the poorest students by having them take classes online deeply concerns me. People don't seem to understand what ""cultural capital"" is -- and what it means for poor students to lack it. They don't know how to speak in an interview, what jobs to apply to, how to find the right career track. None of that is solved by watching a video of a stranger. The good advice of a caring mentor can make all the difference in the world. ",http://www.nytimes.com/2014/09/10/opinion/thomas-friedman-it-takes-a-mentor.html
24,"All this sounds like the ads we hear on TV for new ""Universities"" that seem to pop up at a rate of about one a day.  It all sounds like what we used to call :Vo-tech"".  There's nothing wrong with vocational training.  For some kids it's just the ticket.  We don't simply need to be prepared for work.  We need training to prepare us to become useful members of society.  That's where the humanities comes in.  Arts and Sciences.  Etc.  If all we have left is vocational training as dictated by the corporate folks (aka the 'best and the brightest' we may become the good little worker bees (held easily in line) of an Ayn Rand novel.",http://www.nytimes.com/2014/09/10/opinion/thomas-friedman-it-takes-a-mentor.html
25,"So far liberal America has been wrong about almost everything having to do with foreign policy.  And they have mislead the President into taking no action in the middle east.  His lack of decisiveness over the last six years has done nothing but embolden our enemies.  There will not be small skirmishes happening through the 21st century if those battles are always fought with one hand tied behind your back.  If we don't act decisively soon, the dam will eventually break and the U.S. will find itself in a war to end all wars—with chaos across the globe and the worst technologies available to any renegade group and not just foreign states.  The time to stop enemies is before they grow too dangerous, not after.  It is not a hard concept to understand.  Every major war in the last 100 years has been started by democrats.  That is no accident.  It is because democrats refuse to act decisively early on, allowing enemies to gain strength in their delays.  Even the pacifist Albert Einstein had to warn President Roosevelt to start militarizing due to the dangers that Germany was presenting early on.  Unfortunately, Roosevelt didn't act soon enough and 50 million people around the world were killed as a result.  By comparison the wars in Iraq and Afghanistan were nothing but small skirmishes.",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
26,"Do we really have to look forward to 26 months of Ms. Dowd venting her self-righteous spleen at the President she calls disrespectfully calls ""Barry""? If it were only 26 months of petty, ill-conceived criticism, we would be lucky.<br/>In reality, Ms. Dowd still takes jabs at Bill and Hillary Clinton, so we will won't be out of the woods re President Obama until she retires as an op-ed columnist.<br/><br/>Social media like Twitter bring war horrors to smart phones in real time. Because of them, the ISIS beheadings also happened in your local Starbucks. Social media collapses the distance, magnifying the effects of the horror. Obama is explaining our jitters to us, not blaming the messenger. <br/><br/>Ms. Dowd, how would seeing the President bare his teeth going to help solve any of the problems we face? A shooting war with Russia or China is out of the question with regards to their recent aggressive behaviors.  As for IS, or ISIS, what would you like President Obama to do? Bomb them in Syria and help Assad? Arm the handful of so-called moderate Syrian rebels to fight them and watch those men die and those weapons go to ISIS? Should he start panicking about our world?  No. I don't think so. Keep calm and carry on, Mr. President. ",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
27,It must be horrible to go through life scared. I see no difference between ISIS and the Christians here in America killing doctors and trying to tell women how to live their life. ,http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
28,"OMG, here's Ms. Maureen Dowd trying to turn back into serious discussion a perspective (""panic is a sign of clear thinking"") that John Stewart and Stephen Colbert have been lampooning for at least five years.  <br/><br/>This is perhaps the most retrograde, dead-on-arrival piece of journalism I've ever read.",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
29,"America has been very willing these last couple of decades to become embroiled in foreign, mainly middle eastern conflicts. The result has invariably been a great increase in net human suffering.  The neocons alone have fostered more slaughter that anything within the capability of ISIS.<br/>I believe the American elite went  into a panic when the Soviet Union collapsed.  Who will be our enemy now?  Democracy can't survive without some putative danger from abroad.    ",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
30,"Speaking of ""historical fault lines have erupted"", they have been in a state of eruption since the Sunni–Shia split that occurred when the Islamic prophet Muhammad died in the year 632, leading to a dispute over succession to Muhammad as a caliph of the Islamic community.   In more recent times, the irritation that occurred in the early 20th century is discussed in an interesting piece in The Boston Globe by George Mitchell, former U. S. Special Envoy to the Middle East, with today's article the first in a series.  It discusses the interference of the British and the French during and after World War I.  ",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
31,"Wait a minute.  Didn't the U.S. In fact reach an agreement to dismantle and remove chemical weapons from the Syrian war?  I swear I read that someplace.<br/><br/>If political columnists are going to have credence, couldn't they at least get their facts straight?",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
32,"Mo, what would baring his teeth do?  Did you see the President on the Chuck Todd show today?  He has a reasoned approach to this, compared to the last band of cowboys.  Remember he's the one who made Bin Laden cease to exist.<br/><br/>By the way, I think Chuck's new hair is growing in nicely, don't you think?",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
33,"We have never understood the Middle East yet believe we have an obligation to meddle. The thoughtless among us believe in action without understanding; those with pretensions of thoughtfulness believe in action with partial understanding. The Crusaders sought to impose their values and culture on peoples far different from them. Today, we are no different. Regardless of how the various sects and cultures of the Middle East clash or interact, we have absolutely no business meddling or imposing our laws, mores and standards upon those peoples. It shocks me how, by contrast to Vietnam, we do not protest. It shows out selfishness that, only when our boys are drafted and killed, do we cry out about how wrong it is for us to war in countries in which we have no business. Out now! Not one soldier, 'advisor,' airplane or drone. Out now! It is their business, not ours.",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
34,"For me, mission accomplished is way better than a toothy cowboy drawled, aircraft carriered ""Mission Accomplished"". That, I’ve had enough of. Ms. Dowd can have my ticket to the screening of 'all style and no substance'. That said, I like Obama's style. It has substance the world can live with.",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
35,"Is the New York Times advocating more military intervention without an exit strategy? This is very disturbing. The old grey lady was happy to beat the drums in the run up to war in Iraq, rarely questioning the wisdom of Bush/Cheney and the neo-cons who were looking for a new world order. Maureen is whining about Obama being cool while his surrogate promises the destruction of ISIS. The problem is political. Cool heads are what we need right now. Not warmongers.",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
36,"So many of you now bashing Dowd loved her when she was hammering away at Bush. Now that the shoe is on the other foot,  you are disgruntled. Classic liberal/progressive attitude. If you don't let me win, I take the ball and go home. ",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
37,"The most frustrating thing about reading Ms. Dowd's call for a clear strategy and more aggressive action in the Middle East is knowing full well that if the President had delineated a clear, step by step strategy centered on an all-out invasion to destroy ISIS, she'd be castigating him for hubris, lack of foresight  and exacerbating the waste and failure of Bush and Cheney.    ",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
38,"I can imagine the scene. Pres. Obama steps to the podium to make an important announcement. ""I've spent a lot of time in the past few months thinking about the situation in the world--ISIS, the chaos in the Middle East, Russia, economic problems at home and in Europe, etc. And I've concluded that...that....ahhhhhhhhh! Help me! Help me!  All is lost!  Somebody do something, anything, now, quick! Helllllpppp!"" He begins tearing at his hair, looking wildly about the room. But suddenly the President seems to recover himself. He stands up straight, stares at the camera with a cold gleam in his eyes, his lips curl back in a menacing expression. A low growl sounds from his throat. Banging his fist repeatedly on the podium he continues, ""All I know is that somebody (smash!) is going to pay for all of this (smash!), soon (smash!). I don't care who it is, but I can promise that lots of people are going to be feeling a lot of hurt (smash!)...soon (smash! smash!).""  Around the country and the world people are bewildered by the president's words and actions, terrified. But Maureen Dowd sits back in her chair contentedly. ""Finally!""",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
39,"At one time Ms Dowd was my hero. Now I just see her as a hack who has to come up with something provocative to make money. I would say that we are all entitled to our opinion, but is this an opinion, well thought out  and fair? I guess I must add that the only opinions I value are those of critical thinkers who are able to present a balanced. nuanced idea.  Maybe that is why I continue to support Obama. His detractors only betray their linear, shallow, self serving modes of viewing the world. ",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
40,"I prefer what Obama is doing. He needs to get the world involved and not make the mistakes W. did.  Panic is panic and one DOESN""T think clearer when chaos is abound.<br/>However, Obama need to be more public about what he's doing with other countries to combat this latest threat. If he's not, he domed to go down as losing the senate and forever trapping himself in check, but not checkmate. Never surround yourself with yourself. Move back one square and rethink 'your strategy' and share it with the public!",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
41,"Geez Louise, Maureen.  Can you not comment on an issue without the Obama bashing?????  He was not ""complaining""....he was stating a fact that has (and was) said before by many social analysts.  I have been reading your column for years, but am weary of your rhetoric. I enjoy acerbic wit and a viewpoint on the edge, but your columns lately almost read like you are on the payroll of Mitch McConnell!",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
42,"If anything makes the President's point about social media, it has got to be an attacking opinion piece that starts with the plot summary of a TV show.",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
43,"I'm sorry, Ms Dowd, but ""extreme excitement, outrage and sentimentality"" in the leader of the world's most powerful nation ARE suspect. And as we know from our own experience, ""flights of anxiety, worry and horror"" are indeed the ""enemies of lucid analysis."" You confuse them with their opposite: alertness, clear intention, and deliberate action.<br/><br/>I was far more alarmed by the emotion-driven GW Bush administration than I am by ISIS or Putin. Remember the feeling of dread you had when they were cooking up their excuse to invade Iraq (baring their teeth, as you put it)? Remember the feeling you had when it became starkly obvious that Rumsfeld's cocky assurance the US would leave Iraq ""in five weeks or five months,"" tops, was wildly unrealistic, and that there was ""no exit"" in sight--only years of pain and loss and nothing but failure to show for it?<br/><br/>Why anyone would want to repeat that kind of disaster (because that is what you would have President Obama risk) is beyond me. Maybe the incessant buzz of decidedly un-nuanced social media quips and the simplistic picture of war and diplomacy portrayed by TV shows have blunted your sense of history, if not your actual memory.",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
44,"Even bright writers like Dowd can't escape a presentist bias; history must be evaluated from our own perspective, things right now must always be worse/better/unique. If two beheadings are an abomination, then I'm curious what word would describe the Holocaust. Or the fetid trenches of Verdun. Or the Spanish Flu Pandemic, with children dying at their school desks. Or the Spanish Inquisition. Dowd may be making journalistic hay with her constant jibs at our detached, pedantic president - he's an easy target by now - but this time he's dead on. The world has always been ""messy,"" or horrific, if you prefer less buffered language. But these days, our access to data, and the way those data are packaged, make us feel as if it's never been this bad. Ironically, even as Dowd argues that media technology is not distorting how we evaluate events, the e-issue of the Times in which her column occurs has an embedded video about West Point on its electronic front page, ads swimming across its banners, and I'm posted this comment on the Good Grey Lady's linked blogs. Guess Dowd's employer hopes the messenger is in fact a very big deal.",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
45,"Richard Haass' comment gets at the heart of the elite media's complaint about Barrack Obama: ""The world is more disorderly for all kinds of reasons, he said, including the loss of confidence in American reliability and the American model...""<br/><br/>The difficulty with this argument is that the American bus was already going over the cliff when Obama took the driver's seat.<br/><br/>Undoubtedly America has contributed to the morass in the Middle East and South Asia as several decades of faulty policy have brought about a wave of unintended consequences. But the larger historical forces grinding out in the region are a breakup of epic proportions of a century of troubled history in the region, much of it marred by imperialism and colonialism. <br/><br/>Implicit in Haass' and Maureen Dowd's argument is that a different or ""better"" president would result in better outcomes for America. This is unlikely. Obama's policies may in fact be ""best"" for the time being. Restraint and disengagement may be the best approaches at this time.<br/><br/>What is needed is a different argument about having a completely different American foreign policy for the region. A good place to start is Jeffrey Sach's article ""Let the Middle East Govern Itself"" in Project Syndicate advocating complete withdrawal of the US and other outside powers from the Middle East.<br/><a href=""http://www.project-syndicate.org/commentary/jeffrey-d-sachs-wants-the-us-and-europe-to-allow-the-region-to-govern-itself"" title=""http://www.project-syndicate.org/commentary/jeffrey-d-sachs-wants-the-us-and-europe-to-allow-the-region-to-govern-itself"" target=""_blank"">http://www.project-syndicate.org/commentary/jeffrey-d-sachs-wants-the-us...</a>",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
46,"Why would  President Obama use such a long and sometimes  indirect process to make deicisions? One , He can decide Not to decide or<br/>Two , He can put off deciding until later.... Or just maybe He does what intelligent people do which is to give himself time, information, and discussion with others.<br/>Why rush in like a Fool where wise men never, never go?  But  again wise men are never loved.",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
47,"When Obama used twitter and facebook to 'talk' to the young voters and to raise campaign cash before he won the election the first time, social media was cool.<br/><br/>When ISIS uses twitter and other social media to effective use and to propagandize their mission, then the same cool media becomes the problem.<br/><br/>Paradigm shift.",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
48,"Ms. Dowd once again confuses President Obama's deliberative style as inaction.  In fact he is playing the long game.  This has been a constant throughout his Presidency.  She completely ignores an excellent example of the effectiveness of Mr. Obama's quiet focus - the killing this week by US airstrike of Ahmed Abdi Godane, the leader of the Islamic militant group Al-Shabaab in Somalia.  As President Obama said, ""We don't forget and our reach is long.""<br/><br/>Comparisons with My Lai and Abu Ghraib are irrelevant - the people were not Americans.  As much as we like to pretend we care about people around the world, it was not until two American journalists were beheaded that most of us, including most media outlets, started to pay attention.  ISIS has been beheading children, selling young girls and summarily executing thousands of Syrians and Iraqis for months.<br/><br/>To suggest that Mr. Obama blames social media for ISIS is absurd.  But what is worse is to expect him to simply lash out at ISIS at Twitter speed.  Defeating ISIS will take a long-term, well-coordinated effort.  Mr. Obama knows that and Ms. Dowd should.",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
49,"Regarding Margaret MacMillan's prediction.  Yes, the 20th century had the two biggest wars in world history but it was also filled with ""low grade, very nasty wars""  that did ""dreadful things to any civilians in their paths.""<br/>Begin with the suppression of the Boxer Rebellion in China; continue through the Balkan Wars; the Italian invasion of Ethiopia, the civil war in Greece; Korean War; the French,  British, and Dutch wars to hold on to their colonies in Indochina, Africa, and the Pacific; the Vietnam War; the Soviet Union's invasion of Afghanistan.<br/><br/>All these were nasty little wars except to those civilians caught in them who died in massive numbers.<br/><br/>It sounds like Ms. MacMillan is simply predicting more of them.",http://www.nytimes.com/2014/09/07/opinion/sunday/maureen-dowd-is-it-wwiii-or-just-twitter.html
